Participant,T1,T2,T3,T4,T5,T6
user21,0.6110764,0.7763293,20.83664,0.9097068,1.059444,0.7642208
,1.290764,2.22993,24.45821,1.299025,1.785853,1.264044
,3.667761,2.542881,1.73261,0.9326019,1.691485,1.556142
,1.06682,6.243331,,0.9439232,3.001979,1.355231
,1.466299,6.88802,,1.055557,0.7775731,1.222159
,6.46658,5.253902,,2.011386,1.033562,0.9106203
,2.299128,1.498442,,0.9434107,1.823125,2.054977
,5.287101,5.075122,,1.844054,0.8340417,1.155365
,3.975373,6.775174,,1.245446,1.03233,1.645059
,5.577188,2.166557,,1.332453,1.76637,0.9657513
,6.953348,7.532573,,0.9762175,1.132514,2.033128
,2.165757,,,1.178181,2.511188,0.8551163
,2.744566,,,1.144611,1.410809,0.999203
,2.499871,,,1.100004,1.564476,1.323449
,2.365658,,,2.421761,0.8670442,1.555292
,5.708351,,,1.466164,2.198452,1.176624
,4.864874,,,1.067162,0.8440971,1.200858
,,,,1.266889,1.432626,1.299888
,,,,1.399192,0.9550204,1.155366
,,,,2.599144,1.599603,1.321245
,,,,2.065927,1.643393,1.365516
,,,,0.8661261,1.076937,1.744573
,,,,2.654236,1.233806,1.52096
,,,,3.131913,2.889273,0.8886801
,,,,2.055034,2.522032,3.89831
,,,,1.110636,0.94322,4.064338
,,,,1.066709,1.73196,4.597777
,,,,1.144869,1.699037,2.356707
,,,,1.043266,0.9009218,2.121733
,,,,1.099763,1.545248,2.121235
,,,,1.021478,1.487983,1.833908
,,,,0.9435638,0.9323297,1.354587
,,,,0.91236,1.077326,1.49934
,,,,0.9338673,1.077854,1.366823
,,,,0.9432651,1.188194,1.010989
,,,,0.7107092,1.443568,
,,,,1.632221,1.499945,
,,,,0.8784329,1.299427,
,,,,2.034144,1.032738,
,,,,1.176258,0.955015,
,,,,1.098569,,
,,,,0.9783635,,
,,,,0.8440481,,
,,,,0.9325569,,
