Participant,T1,T2,T3,T4,T5,T6
user19,0.8660061,1.741906,4.154509,1.23749,1.286315,8.605506
,1.535241,1.885628,9.563775,1.491197,1.953912,1.788688
,1.592077,1.666565,3.199579,1.143559,1.288947,11.4505
,2.367071,11.83131,2.59904,1.611394,1.076107,1.311154
,0.6651732,0.6352507,0.7117686,1.300617,1.720481,3.327527
,1.267924,0.4977442,0.8545402,0.9999517,0.7996542,2.183407
,7.133443,0.4002806,0.5667063,1.577771,1.844914,3.876791
,2.565828,0.5655648,0.6100243,1.289142,1.176916,1.610473
,0.6878718,0.433187,5.697644,2.499829,2.244184,1.987212
,1.977153,1.476821,0.8663487,4.158572,0.5340204,0.8225171
,1.256231,1.457798,0.500671,1.121224,1.166312,2.210591
,2.466453,16.18374,0.5998738,1.385354,1.688435,0.8323929
,1.87677,1.341632,0.8666723,0.9879772,3.043496,1.943624
,3.87654,0.6327093,1.265967,3.121169,1.877841,7.796586
,0.3772579,2.466856,,1.499046,0.8877137,1.710851
,5.031095,1.566703,,0.9557799,4.198935,2.821986
,2.009223,1.465703,,1.799974,0.2226529,2.190982
,0.5568764,2.06578,,1.744132,1.621806,0.8321589
,0.4436192,2.065852,,1.610165,0.7336153,
,0.799879,0.4106946,,1.554793,0.8323975,
,0.6324467,0.9667792,,0.965685,1.122515,
,5.633227,3.210518,,4.297807,0.743524,
,0.7141028,,,1.511058,0.8218317,
,0.4952589,,,0.9224792,0.7114325,
,2.167585,,,0.8666615,0.7984422,
,0.8996772,,,2.266179,2.95522,
,0.9764258,,,0.7556871,1.800261,
,1.300055,,,1.831788,1.178088,
,0.4330864,,,0.7672318,0.8546785,
,0.4327021,,,1.55486,0.8669708,
,0.5347267,,,0.8660858,,
,0.6647134,,,1.033871,,
,0.4004206,,,1.444185,,
,0.5777245,,,0.9987726,,
,,,,1.121998,,
,,,,1.156171,,
,,,,1.399362,,
