Participant,T1,T2,T3,T4,T5,T6
user13,10.23932,0.8872412,1.93273,0.5439777,1.198482,11.23107
,0.6669163,0.7660225,2.357389,0.9653072,2.066071,2.009529
,0.4998412,1.410511,4.201557,0.8226757,1.487195,0.9337969
,0.7993692,1.055521,0.5319475,2.110876,1.288432,15.20903
,4.032655,2.31109,8.532049,1.754146,1.133647,0.9555721
,10.74021,0.6326147,0.7666748,1.899527,1.077239,3.143155
,2.599529,9.515933,2.310344,1.911872,0.9564971,1.699541
,,1.100731,11.23011,0.0435638,1.133859,0.6557617
,,5.166001,19.44904,0.511122,1.399241,2.198595
,,1.866324,1.688849,1.13309,1.266284,1.720451
,,0.4000354,3.309235,0.7558951,0.6439206,4.788596
,,2.399675,0.7667284,3.009793,1.777378,5.121725
,,0.4322859,,4.187112,1.433523,0.9005312
,,3.465451,,1.645286,1.511059,0.787566
,,0.9779382,,1.087831,1.532908,0.8119599
,,0.7216488,,0.7769914,1.144203,4.699048
,,1.333088,,0.8558796,0.6656219,
,,0.655673,,3.409525,0.9880641,
,,1.100188,,0.9546574,0.8448228,
,,1.899907,,0.9328262,0.9668413,
,,0.4769221,,1.077968,1.232593,
,,0.9660308,,1.366759,1.25404,
,,5.097984,,1.19928,1.059897,
,,,,0.955055,0.9775394,
,,,,1.98764,0.994673,
,,,,1.665674,0.6553447,
,,,,1.044303,0.5439125,
,,,,1.088373,0.6449324,
,,,,4.310592,0.6658129,
,,,,1.60056,2.455273,
,,,,1.46601,2.388571,
,,,,2.277124,0.2547675,
,,,,2.710569,1.145101,
,,,,2.276796,3.609273,
,,,,1.289189,1.15483,
,,,,1.011,0.9444776,
,,,,0.9549011,2.196751,
,,,,0.8444974,1.232402,
,,,,,1.013682,
,,,,,1.045299,
,,,,,1.09995,
,,,,,0.700411,
,,,,,1.420915,
,,,,,0.6561717,
,,,,,0.9893794,
,,,,,0.8328298,
,,,,,0.8665823,
,,,,,0.6446386,
