Participant,T1,T2,T3,T4,T5,T6
user17,15.53836,1.218877,1.142223,1.132507,1.963227,1.720419
,1.010346,1.77939,0.6459945,1.521657,2.787479,1.836299
,17.77188,0.5546556,5.543634,0.8103046,1.599446,1.010921
,0.7655839,1.933385,1.331256,0.9663821,1.366353,2.888119
,3.699058,3.132705,6.464653,1.02271,1.367098,1.077918
,0.5548859,1.144605,4.47687,0.7995348,1.554981,1.176679
,6.698442,0.7658476,6.075776,0.84359,1.343499,11.24066
,0.6329411,0.9996427,3.765004,0.944043,0.9660916,21.94257
,1.366743,0.466659,2.167626,0.8890648,0.9783405,1.622157
,5.198135,0.5886954,3.699831,0.9217207,1.321952,1.710262
,2.942239,15.68698,2.731347,0.8656894,1.599619,1.666866
,0.7466545,3.610733,3.94398,0.8556491,0.1563991,1.288454
,0.8225495,1.122274,1.410571,0.9106463,1.577031,1.261728
,0.7778448,1.332268,1.699469,0.8326356,1.009498,4.142774
,,1.400264,0.9098865,0.133116,1.099978,0.9883926
,,1.367179,0.4661831,0.7448296,1.200231,
,,1.165375,,0.8040233,0.9890264,
,,4.387201,,0.9575213,1.077126,
,,0.7573212,,0.8295282,1.03256,
,,1.729982,,0.8664668,0.7101786,
,,4.010014,,1.91925,0.9543446,
,,,,1.232388,1.145349,
,,,,0.944658,0.9338766,
,,,,1.088573,0.8992764,
,,,,1.054956,1.110418,
,,,,0.8227446,1.188821,
,,,,0.955753,1.155939,
,,,,0.8000532,1.455366,
,,,,0.788429,1.24432,
,,,,1.010614,1.009346,
,,,,0.955605,1.165361,
,,,,0.9999581,1.099338,
,,,,1.077052,1.177695,
,,,,1.154417,0.9778276,
,,,,0.9998887,0.9434974,
,,,,2.010971,0.8997197,
,,,,2.254486,0.8448368,
,,,,1.154547,0.1223991,
,,,,1.066289,0.3886086,
,,,,0.9111462,0.6554312,
,,,,1.032658,0.8225433,
,,,,0.9217444,0.8772799,
,,,,5.076524,0.7104604,
,,,,4.809382,0.755656,
,,,,2.21084,0.6000531,
,,,,2.98782,0.6892064,
,,,,1.37697,0.7322057,
,,,,,0.6888661,
,,,,,0.6320451,
