Participant,T1,T2,T3,T4,T5,T6
user23,0.6789607,3.028918,0.5969791,0.7363987,0.7215616,0.7411904
,1.32373,5.251944,3.885757,1.356844,1.420754,1.608754
,1.992355,2.543327,9.898473,1.510673,1.698938,2.691804
,0.7979972,1.021537,2.368473,1.835101,1.85509,2.902092
,0.7997653,1.399725,1.298645,0.9553913,1.36668,1.120393
,1.87751,0.4997538,1.842571,2.632714,1.078101,2.697663
,0.6662322,2.033027,3.098929,1.366859,1.277369,1.321634
,7.300401,2.598874,1.733066,0.7664383,1.177084,1.922028
,0.9679703,0.7005163,1.198652,0.6886003,1.143624,1.95488
,1.710497,2.69855,0.7333708,2.832891,2.210287,1.876209
,0.6548926,0.6114794,2.666575,0.9447144,1.01053,1.643921
,0.9025575,0.7239692,0.1658413,3.798786,1.100565,1.244391
,3.277325,0.5419284,,5.03096,0.9674916,1.088588
,2.195941,1.288796,,2.098832,0.7657601,1.099953
,2.185927,2.743557,,1.099589,1.858834,1.232955
,0.766258,0.4015809,,1.167326,1.144855,1.310907
,0.7001171,0.3979331,,1.13285,1.295696,1.388267
,1.266999,1.299448,,0.7652206,1.721955,1.098722
,0.8106301,0.6994725,,1.033568,1.055211,1.156019
,2.599176,0.7665406,,1.032398,1.055009,1.145316
,1.654762,1.700166,,0.9098746,1.743328,2.009694
,1.299275,0.9331225,,0.8111109,0.9444276,2.353833
,0.699379,1.832871,,0.8779773,2.198812,2.144291
,0.0470641,0.5329,,1.733231,1.532462,4.033354
,0.6642069,,,0.9990101,3.388177,2.510427
,0.7886498,,,1.021408,2.832731,2.099152
,0.8775203,,,1.144944,4.232084,1.566483
,1.23288,,,0.9666007,5.230695,1.087942
,0.5997913,,,0.910091,1.465746,2.698554
,4.976664,,,0.9214833,1.166613,1.899491
,1.033419,,,0.988974,1.455531,1.910813
,1.265805,,,1.244461,1.222615,1.566591
,1.909921,,,1.344459,0.5553443,1.466426
,0.6344748,,,1.333704,2.077129,
,0.6226428,,,0.8887956,1.121758,
,0.6327598,,,2.088284,0.7672845,
,0.4326312,,,2.310958,0.3546515,
,0.534293,,,0.476824,,
,0.3994527,,,1.088302,,
,2.033056,,,1.088593,,
,,,,1.521894,,
,,,,0.6552466,,
