Participant,T1,T2,T3,T4,T5,T6
user14,0.8938512,3.47619,19.20591,9.778961,0.9877127,2.886894
,2.643013,3.065696,1.599721,10.65443,1.92089,2.929782
,2.765217,11.97387,,0.8992804,2.154166,4.665896
,1.815799,,,0.2668846,2.254314,1.165273
,2.334005,,,0.9704011,2.055207,20.90486
,1.365884,,,1.565943,1.843904,
,0.8328689,,,1.451911,1.921089,
,1.076963,,,1.30023,1.988459,
,1.033733,,,1.377277,1.533591,
,8.208021,,,0.9439608,1.411752,
,3.043284,,,0.9550133,1.28832,
,1.332523,,,1.676989,1.443134,
,2.633033,,,0.9888455,1.854224,
,4.232673,,,1.03385,1.410394,
,3.631227,,,1.655342,0.8670251,
,1.278507,,,1.165537,0.8228105,
,2.243485,,,0.6450977,0.9108477,
,1.088399,,,3.565197,1.121596,
,,,,1.531842,1.276654,
,,,,1.49959,2.632289,
,,,,1.567769,1.210983,
,,,,1.544378,1.244491,
,,,,0.952866,1.367116,
,,,,0.8540114,1.322123,
,,,,0.899966,1.466194,
,,,,0.9443108,2.020711,
,,,,0.8785405,2.054202,
,,,,0.8993239,1.433499,
,,,,0.8228673,1.489159,
,,,,2.588946,1.943978,
,,,,1.254248,1.688858,
,,,,1.322102,1.221781,
,,,,,0.955412,
,,,,,2.309257,
,,,,,0.7778108,
,,,,,0.7097418,
,,,,,1.222597,
