Participant,T1,T2,T3,T4,T5,T6
user5,1.020717,8.955861,1.253905,0.6768498,1.110519,10.13981
,1.620717,5.943283,2.075449,1.887913,1.316855,10.30731
,1.589397,0.9996207,1.867129,1.721311,0.8335974,1.133822
,1.666102,6.797459,1.911148,0.8993173,1.400345,2.039645
,2.364623,1.477398,1.943583,0.9660009,1.481274,1.710509
,0.1999151,,2.632897,1.121133,1.722919,1.291932
,1.300046,,4.599956,0.1785137,1.522183,1.432361
,1.976902,,3.499057,0.7440209,1.37795,0.7774824
,0.5888724,,3.431392,1.599678,1.477463,2.95562
,0.6773384,,1.76679,1.788649,1.688057,2.032963
,0.9009,,1.977859,0.8555675,1.910389,0.977088
,0.9331242,,1.976859,1.221408,1.111041,1.100454
,0.5991112,,2.355284,1.61085,1.055032,1.510353
,0.5336388,,2.910174,1.633631,1.532871,1.099109
,1.532951,,1.210646,2.132296,1.455637,1.188145
,0.6660378,,4.609178,1.976199,1.466266,1.444343
,0.6002147,,2.420342,1.121312,1.677407,1.410421
,0.8214538,,0.7448402,0.6771646,1.377319,1.74406
,0.810757,,1.432953,1.910933,1.34324,1.155096
,1.178415,,,1.378799,1.021827,1.255451
,0.6540249,,,0.7217346,2.5321,4.176825
,16.20637,,,1.977419,1.311026,1.454947
,1.067305,,,1.043607,0.9554663,1.344945
,0.9329901,,,1.177608,2.199172,1.210872
,0.7993664,,,1.156066,3.210243,1.476622
,0.7994448,,,1.377326,1.999213,0.8115191
,1.842297,,,0.6437361,1.299223,1.788871
,1.433126,,,2.332192,0.7225139,
,1.422972,,,1.620571,1.466238,
,1.567295,,,0.9652231,1.454435,
,0.7427855,,,1.51182,1.444488,
,2.377439,,,1.065761,1.8773,
,1.466188,,,3.344405,1.622419,
,1.199744,,,1.788377,1.433225,
,0.8997668,,,2.200295,1.888435,
,1.266312,,,1.643854,1.399995,
,1.965957,,,1.51007,0.9768389,
,,,,0.9889991,1.354357,
