Participant,T1,T2,T3,T4,T5,T6
user16,0.5759844,14.35176,,0.9763539,1.163166,1.089605
,2.586697,3.121385,,1.587536,0.8571346,1.18994
,1.265933,0.7107716,,1.054529,2.426605,3.8564
,8.008285,4.464782,,0.9330308,0.8443793,6.678444
,0.6330109,0.9999951,,1.000343,1.244497,2.899635
,0.7674589,,,2.877117,2.321158,8.752429
,0.9999949,,,0.6327429,1.421427,
,0.5995572,,,1.588608,0.9323782,
,1.499707,,,1.055966,0.7003528,
,0.5996383,,,1.531899,0.7438871,
,0.8999733,,,0.8787913,1.166364,
,0.8658154,,,2.24363,0.4996503,
,0.899747,,,0.933012,5.387022,
,2.166373,,,1.920929,1.755374,
,1.46616,,,1.010657,2.77657,
,0.9772727,,,1.055531,0.9434428,
,0.3889948,,,1.044547,0.9335642,
,0.4328464,,,0.86599,1.35544,
,0.6107628,,,1.620995,1.600558,
,0.8341385,,,0.7338248,3.599313,
,,,,0.9324425,7.663584,
,,,,1.055419,7.386153,
,,,,1.198351,0.7999981,
,,,,0.6669984,,
,,,,0.7784963,,
,,,,1.187672,,
,,,,0.7665247,,
,,,,0.5553691,,
,,,,1.177786,,
,,,,1.310393,,
,,,,0.6339771,,
,,,,1.109825,,
,,,,0.744925,,
,,,,0.6775683,,
,,,,0.5782122,,
,,,,1.298783,,
,,,,0.8889229,,
