Participant,T1,T2,T3,T4,T5,T6
user1,1.535407,4.506984,5.024632,4.820396,1.133596,1.631516
,3.101464,5.528006,4.842722,5.529837,1.131292,2.813891
,1.18857,1.744203,,1.587883,0.9435632,1.901099
,3.576942,2.299627,,1.056001,1.044253,2.098708
,0.9331,2.732016,,2.744023,0.6887938,1.366819
,2.532412,14.0626,,1.799615,1.221712,1.533317
,9.575271,,,2.066265,1.954975,1.533187
,5.020758,,,1.798676,2.266028,1.309859
,1.032739,,,1.376759,0.9666663,1.33347
,1.732778,,,1.667294,0.7330382,1.399021
,1.100311,,,2.110565,1.421535,1.587179
,1.544008,,,1.987917,1.433042,1.255169
,0.7213876,,,1.721405,1.433308,2.810788
,1.06692,,,1.69918,1.365789,2.35484
,,,,1.733117,1.544209,1.23319
,,,,1.500155,1.566887,1.943308
,,,,1.455078,2.242864,4.732384
,,,,0.8437771,1.565578,1.032889
,,,,0.9658087,1.333379,2.844736
,,,,0.0111997,1.811214,2.298641
,,,,1.022231,0.7768522,1.710558
,,,,0.6995528,2.56526,3.777687
,,,,0.9107153,1.943623,1.153803
,,,,0.7110114,1.178341,
,,,,0.6560476,2.399631,
,,,,0.8990794,1.133071,
,,,,0.7667559,1.143524,
,,,,1.487865,3.054531,
,,,,0.9726648,0.9782712,
,,,,0.7598321,3.021086,
,,,,0.8001576,1.532752,
,,,,,3.222233,
,,,,,4.086912,
,,,,,2.432008,
