Participant,T1,T2,T3,T4,T5,T6
user15,15.08408,3.452641,22.17051,1.387497,1.089791,1.1488
,17.59341,1.033563,2.665953,1.410055,1.766242,3.242027
,1.400082,0.9329786,,0.7548194,2.424424,2.735253
,0.6999549,6.866287,,1.099109,2.71071,1.956236
,2.499208,2.800121,,1.321812,2.676304,2.077188
,3.5767,4.397578,,0.9988631,0.8219752,1.587986
,3.43208,15.24216,,0.6116499,2.799091,1.643904
,,24.17085,,1.277545,0.1907775,1.532924
,,,,0.8664561,1.64475,1.510137
,,,,1.854131,1.810455,1.765436
,,,,2.077405,1.332427,1.689082
,,,,1.199926,6.362956,1.511507
,,,,1.587241,1.31009,1.688363
,,,,1.067003,3.365094,2.143843
,,,,2.066473,1.311449,1.521965
,,,,0.7336605,1.955942,0.621267
,,,,2.932613,1.077179,1.544272
,,,,1.809893,1.166008,1.155953
,,,,1.777041,,1.221249
,,,,1.433004,,1.376853
,,,,0.1669029,,1.134196
,,,,1.655,,0.9114538
,,,,1.53236,,0.8434932
,,,,1.155604,,1.088021
,,,,1.200607,,1.087778
,,,,1.809998,,0.8667139
,,,,1.187559,,1.999763
,,,,3.765666,,1.466802
,,,,3.6436,,1.142983
,,,,0.8554286,,2.443614
,,,,1.577611,,1.200597
,,,,1.021757,,1.232448
,,,,2.098032,,1.28755
,,,,1.12132,,1.421727
,,,,1.622787,,1.388845
,,,,1.024725,,
,,,,0.8104846,,
,,,,0.8888301,,
,,,,1.985682,,
,,,,0.8003488,,
