Participant,T1,T2,T3,T4,T5,T6
user6,1.002051,1.097714,0.8752733,0.7867262,1.121251,1.786132
,1.320879,3.332673,2.165226,1.133944,1.385758,1.819706
,0.8325924,4.885813,1.366112,1.113029,0.4888746,0.8558267
,1.334564,1.232833,1.066738,1.079366,1.076949,0.8219774
,0.9015469,1.655218,0.433025,0.7224542,0.8106394,1.701389
,0.6335236,0.8107681,5.499971,1.022172,0.6226472,1.010508
,1.333489,0.6659952,1.099918,0.7888986,1.678146,1.010001
,5.531245,2.732969,2.931937,0.6996695,1.122627,0.734161
,0.8337356,0.7666321,0.7670901,0.0115386,1.022503,0.922254
,1.043502,2.532447,1.299261,0.633655,0.5991039,1.133507
,7.442533,0.5106614,2.976802,0.5550722,0.677618,1.344205
,2.833363,0.689491,1.133851,0.6985974,0.7777519,0.77735
,0.4665785,0.5771466,1.555179,0.5105616,0.7996432,1.332955
,2.998794,1.099589,,0.6129969,0.6887983,1.577168
,1.033253,0.4561906,,0.6000262,0.7001414,2.544142
,1.166496,0.7763839,,0.9540759,1.088731,0.8327371
,0.9995859,0.9001896,,0.9451804,1.176602,0.7672738
,0.4662195,0.5990521,,0.6107538,1.854337,0.6324517
,1.654922,0.4675671,,0.6767464,1.21121,2.465459
,0.577854,0.4325774,,0.9564146,0.7211936,0.7893308
,2.065927,0.8669411,,0.5662948,0.7449065,1.932058
,1.432919,0.7999846,,0.88788,0.5441661,1.310248
,0.8443624,0.6997331,,0.6788355,1.288301,1.311052
,2.365947,0.7663151,,0.6427565,1.977199,1.166126
,1.299461,0.3998538,,0.6338491,1.255799,1.199354
,0.4993507,0.6328014,,0.5217725,0.9438428,2.010385
,1.432818,0.6670719,,0.7884624,0.9777623,1.477719
,1.865934,0.6995836,,1.588612,2.088064,0.6655598
,2.576167,0.3997109,,0.0448498,0.0115481,0.7781126
,1.865883,0.7668377,,0.8778334,0.7224475,0.5658603
,0.2998811,0.4660286,,1.721073,0.777033,1.478897
,2.000197,0.7333443,,1.022191,1.666434,0.9654318
,0.3997259,0.6996024,,,0.6988152,2.044456
,0.4332303,0.6763908,,,1.044185,1.132542
,2.199399,0.4226718,,,0.9107549,1.411189
,1.166753,1.344186,,,0.9104561,0.7768099
,1.621978,0.7659822,,,1.77723,1.621712
,,,,,1.799499,1.62173
,,,,,0.6768993,1.587511
,,,,,0.699075,0.0118344
,,,,,0.6117175,0.9548897
,,,,,1.011956,0.811562
,,,,,0.6334361,0.5777111
,,,,,1.244292,
,,,,,0.9217582,
,,,,,1.387387,
,,,,,0.8331501,
,,,,,0.944861,
,,,,,0.755168,
,,,,,2.121834,
,,,,,1.676911,
,,,,,0.8888918,
,,,,,0.6560063,
,,,,,0.9105887,
,,,,,1.799472,
,,,,,0.0109385,
,,,,,0.7109432,
,,,,,0.7552412,
