Participant,T1,T2,T3,T4,T5,T6
user9,5.124254,1.584369,2.298245,3.486761,1.236149,1.240837
,6.20371,0.7895573,3.17715,2.121872,5.266461,2.007677
,1.299651,8.565923,3.398918,1.061461,3.576935,1.145784
,1.566468,1.166157,14.47433,1.081505,2.06619,3.012965
,6.964831,1.234097,2.432271,9.784171,11.73331,2.321717
,6.831525,2.022326,1.732946,3.222531,0.864764,1.96539
,4.121624,1.410179,2.865174,1.977467,1.222411,22.24898
,1.632677,1.399413,2.199296,0.8664663,0.8443293,
,1.509913,,,2.343367,0.6436888,
,,,,1.610833,6.842435,
,,,,3.998864,2.410413,
,,,,0.7554116,0.6995661,
,,,,3.165678,2.722121,
,,,,0.9110909,0.754327,
,,,,8.929967,5.398166,
,,,,1.802424,4.754362,
,,,,3.054442,1.955894,
,,,,1.152215,,
,,,,1.888725,,
,,,,0.9328213,,
