Participant,T1,T2,T3,T4,T5,T6
user14,5.590516,1.240037,2.830332,0.7358184,0.9103658,1.4545
,6.306647,4.421644,19.9371,0.736423,0.9087653,1.630754
,2.160851,7.718823,1.93378,0.7302371,1.020656,1.800945
,3.10929,4.798818,0.4985766,1.567906,1.043196,2.126949
,0.4998215,0.7221991,,2.322149,1.477963,0.756111
,0.8439626,6.709959,,0.2107716,1.600687,1.362691
,2.533308,1.132038,,0.8108437,0.9774645,0.8110246
,3.232368,,,1.932981,1.654649,0.6438458
,0.466183,,,7.37614,0.7443616,0.9770221
,0.1229027,,,8.286573,1.887165,0.8898926
,4.086901,,,1.122013,1.287853,5.041467
,4.998716,,,2.510583,0.478081,9.274079
,1.566035,,,1.355366,0.3782636,15.65074
,0.8560382,,,2.766204,0.6010848,15.7957
,,,,0.8991132,0.8089445,
,,,,3.18758,1.510394,
,,,,2.288297,1.044328,
,,,,0.8770661,0.5223733,
,,,,0.8772999,1.033128,
,,,,4.631925,0.7775807,
,,,,6.9199,1.17739,
,,,,2.288427,0.9109028,
,,,,0.156706,0.7787468,
,,,,0.7980778,0.9210157,
,,,,0.9555439,0.8325517,
,,,,2.366776,1.022624,
,,,,,0.8767685,
,,,,,0.7330529,
,,,,,0.8989077,
,,,,,0.8782859,
,,,,,0.6667898,
,,,,,0.9106137,
,,,,,1.110743,
,,,,,0.6667846,
,,,,,1.299683,
,,,,,1.221458,
