Participant,T1,T2,T3,T4,T5,T6
user12,0.6779011,7.094792,0.7727504,1.02171,1.129517,4.688512
,1.600257,5.743135,2.153191,1.445676,1.466065,2.242503
,1.001975,2.154963,11.77552,3.313848,0.7441634,7.78576
,5.033986,,0.7329552,1.63339,0.9110483,1.832677
,0.7667001,,1.165263,1.388506,0.9109365,1.622517
,3.032938,,,0.8769009,0.8873265,1.411676
,0.7334414,,,0.7884678,0.9780839,1.321187
,0.6330226,,,3.154515,0.8224277,3.266014
,0.5328981,,,1.666522,0.7108396,2.911191
,1.000549,,,1.188582,0.6548466,0.8774823
,2.833233,,,0.655431,0.8006171,1.288172
,2.710559,,,2.021353,0.8677213,0.8328785
,3.165372,,,1.799203,0.7758275,1.054332
,1.86601,,,0.8776223,1.022383,2.277417
,9.774281,,,0.8997403,1.466252,1.867206
,6.19807,,,0.6885725,0.7096601,0.8999488
,0.2995365,,,0.7111201,0.8124147,0.8103777
,5.109732,,,0.7659094,0.7435306,2.031758
,1.832914,,,0.9999049,0.7219796,3.254649
,1.599452,,,0.6220136,0.7434909,6.331438
,2.166167,,,0.8556892,4.304365,1.588572
,,,,0.80013,0.595132,
,,,,0.8221059,4.010169,
,,,,0.8997756,,
,,,,0.8996578,,
,,,,1.244302,,
,,,,1.965958,,
,,,,1.499085,,
,,,,0.1894492,,
,,,,1.765407,,
,,,,1.188227,,
,,,,0.9340154,,
,,,,1.34507,,
,,,,1.487711,,
,,,,1.509541,,
,,,,1.089016,,
,,,,1.088882,,
,,,,0.9323614,,
,,,,1.03341,,
,,,,0.8996229,,
,,,,1.022972,,
,,,,0.9658453,,
,,,,0.9651997,,
,,,,0.8105952,,
,,,,1.644827,,
,,,,1.522351,,
,,,,0.8992952,,
,,,,0.94398,,
,,,,0.7330202,,
