Participant,T1,T2,T3,T4,T5,T6
user18,0.8110516,1.039742,1.073728,0.987686,6.47515,1.396161
,3.10082,1.332717,2.175864,1.498838,2.443163,3.765841
,4.69167,3.986421,4.512278,0.755025,9.005661,2.957019
,0.9322186,0.9998549,4.810091,1.521919,0.6560342,1.710097
,2.56617,3.765885,3.798329,1.033855,0.8767161,3.055138
,1.166866,2.910311,16.67291,0.7997447,2.920826,3.042862
,2.400227,1.166017,8.141521,0.7992648,2.432605,2.455588
,0.9660648,3.665577,7.642062,1.387766,2.033539,2.022191
,0.2334666,1.358189,,1.489041,2.244509,2.232416
,1.799572,20.0374,,0.9226391,1.721553,8.576098
,1.775603,,,0.6999692,2.377481,8.285531
,1.710207,,,1.132482,2.166767,2.420016
,1.856102,,,1.932826,1.099524,2.721705
,1.831848,,,2.410627,1.41018,2.421868
,0.6888481,,,1.643928,1.088362,1.576663
,2.144242,,,1.932234,1.166802,1.76622
,1.444882,,,1.932231,1.632293,2.221647
,2.655517,,,1.288121,1.587451,2.344333
,1.353827,,,1.442878,2.25474,
,1.021418,,,1.722327,2.000213,
,0.6115959,,,1.512145,1.201486,
,0.6443204,,,1.410255,2.276975,
,0.932013,,,1.754691,1.396603,
,1.666731,,,1.533286,1.222369,
,1.633562,,,1.965863,1.677102,
,1.16615,,,2.16573,0.3548366,
,1.14404,,,1.099861,2.355279,
,4.387434,,,1.222112,,
,,,,1.121935,,
,,,,0.9668695,,
,,,,1.032888,,
,,,,0.977385,,
,,,,1.610733,,
,,,,1.211089,,
,,,,2.854424,,
,,,,1.531998,,
,,,,1.455006,,
,,,,1.588888,,
,,,,1.49974,,
,,,,1.088669,,
,,,,0.9662557,,
